"id","group","dis_theta","rec_theta"
"gamma_neg",1,0.742610938432701,1.4700158863934
"gamma_neg",2,1.66144574095004,1.1669283504483
"gamma_neg",3,1.18722240053701,0.650441372397897
"gamma_neg",4,0.951150330081509,1.15959738294867
"gamma_neg",5,1.10901017866011,0.764149936064371
"gamma_neg",6,0.265473143093949,1.67542100177184
"gamma_neg",7,2.25732386165645,0.35939468977086
"gamma_neg",8,0.541958235324297,2.21914302016422
"gamma_neg",9,0.267277312070269,1.60266854493848
"gamma_neg",10,1.5372984816532,0.622256911925523
"gamma_neg",11,1.43921909661298,0.321456826631703
"gamma_neg",12,0.567158834712811,1.30295179207706
"gamma_neg",13,0.823611966396323,1.38188534852881
"gamma_neg",14,0.818405722665787,0.694940319149105
"gamma_neg",15,1.80085959098112,0.277635756123444
"gamma_neg",16,1.20209088209611,1.51714947855811
"gamma_neg",17,0.920985349216226,0.566197425945383
"gamma_neg",18,0.49156520505287,1.41396202826993
"gamma_neg",19,1.25969736821489,0.617579837983178
"gamma_neg",20,1.96351318777869,0.164731918675674
"gamma_neg",21,0.765960235334927,0.996735784668386
"gamma_neg",22,0.312602284600513,1.7258689711641
"gamma_neg",23,0.600762830077494,1.28129377907905
"gamma_neg",24,0.643008022849583,1.15321054413396
"gamma_neg",25,0.480779433475521,1.03497530653338
"gamma_neg",26,1.00577489519772,0.528742108966848
"gamma_neg",27,0.5315809341636,1.57062919379285
"gamma_neg",28,1.7404899854221,0.483662353583365
"gamma_neg",29,0.597611410611514,1.8024608898891
"gamma_neg",30,0.398336969142389,1.18212633972292
"gamma_neg",31,0.860617354926012,0.646876145591465
"gamma_neg",32,0.598947984059367,0.967963774021243
"gamma_neg",33,1.04307480247293,0.651816984230291
"gamma_neg",34,0.60767343731391,0.852597507572077
"gamma_neg",35,0.561804851580131,1.42692096678413
"gamma_neg",36,0.562616599833672,2.31848132473829
"gamma_neg",37,0.348126512527011,2.67973518575226
"gamma_neg",38,0.541116122350212,0.979802984030857
"gamma_neg",39,1.19164640981145,0.418400336085989
"gamma_neg",40,0.657961135874283,1.25652639888903
"gamma_neg",41,1.31074157126339,0.35519461939094
"gamma_neg",42,0.89055956916626,1.08167236090665
"gamma_neg",43,1.16042646428384,0.508925729630908
"gamma_neg",44,1.05974598091334,0.618909250943595
"gamma_neg",45,0.429064355330597,1.5767125522617
"gamma_neg",46,0.240210727017252,1.95321250554188
"gamma_neg",47,1.73080575587339,0.428935476843926
"gamma_neg",48,0.38668164084258,1.83641367490076
"gamma_neg",49,0.461371640968696,1.06529221078332
"gamma_neg",50,0.469142209734059,1.57019413416902
"gamma_neg",51,0.923892492559813,0.589343686466815
"gamma_neg",52,0.437029268587417,1.35010658540236
"gamma_neg",53,1.29537719898789,0.727088415937384
"gamma_neg",54,0.5317987780555,1.77721424761798
"gamma_neg",55,0.854972825706363,0.913271160785995
"gamma_neg",56,0.590090409245605,0.914879320181728
"gamma_neg",57,0.804263253632059,1.51652754253206
